fact_id,bk_order_id,sk_client,sk_employee,sk_date,quantity,unit_price,discount,total_amount,delivery_status
364,10362,10.0,4,19961125,50.0,11.2,0.0,560.0,Livrée
365,10362,10.0,4,19961125,20.0,42.4,0.0,848.0,Livrée
366,10362,10.0,4,19961125,24.0,5.9,0.0,141.60000000000002,Livrée
367,10363,18.0,5,19961126,20.0,10.0,0.0,200.0,Livrée
368,10363,18.0,5,19961126,12.0,6.2,0.0,74.4,Livrée
369,10363,18.0,5,19961126,12.0,14.4,0.0,172.8,Livrée
370,10364,20.0,2,19961126,30.0,28.8,0.0,864.0,Livrée
371,10364,20.0,2,19961126,5.0,17.2,0.0,86.0,Livrée
372,10365,4.0,4,19961127,24.0,16.8,0.0,403.20000000000005,Livrée
373,10366,30.0,9,19961128,5.0,16.8,0.0,84.0,Livrée
374,10366,30.0,9,19961128,5.0,10.4,0.0,52.0,Livrée
375,10367,84.0,8,19961128,36.0,11.2,0.0,403.2,Livrée
376,10367,84.0,8,19961128,18.0,5.9,0.0,106.2,Livrée
377,10367,84.0,8,19961128,15.0,16.8,0.0,252.0,Livrée
378,10367,84.0,8,19961128,7.0,10.4,0.0,72.8,Livrée
379,10368,21.0,3,19961129,5.0,8.0,0.1000000014901161,35.999999940395355,Livrée
380,10368,21.0,3,19961129,13.0,36.4,0.1000000014901161,425.87999929487705,Livrée
381,10368,21.0,3,19961129,25.0,15.6,0.0,390.0,Livrée
382,10368,21.0,3,19961129,35.0,26.6,0.1000000014901161,837.8999986127019,Livrée
383,10369,76.0,9,19961202,20.0,99.0,0.0,1980.0,Livrée
384,10369,76.0,9,19961202,18.0,30.4,0.25,410.4,Livrée
385,10370,15.0,7,19961203,15.0,14.4,0.1500000059604644,183.5999987125397,Livrée
386,10370,15.0,7,19961203,30.0,26.6,0.0,798.0,Livrée
387,10370,15.0,7,19961203,20.0,8.0,0.1500000059604644,135.9999990463257,Livrée
388,10371,42.0,2,19961203,6.0,15.2,0.2000000029802322,72.95999972820282,Livrée
389,10372,63.0,6,19961204,12.0,64.8,0.25,583.1999999999999,Livrée
390,10372,63.0,6,19961204,40.0,210.8,0.25,6324.0,Livrée
391,10372,63.0,6,19961204,70.0,27.2,0.25,1428.0,Livrée
392,10372,63.0,6,19961204,42.0,27.8,0.25,875.7,Livrée
393,10373,38.0,5,19961205,80.0,10.6,0.2000000029802322,678.3999974727631,Livrée
394,10373,38.0,5,19961205,50.0,17.2,0.2000000029802322,687.9999974370003,Livrée
395,10374,92.0,2,19961205,30.0,10.0,0.0,300.0,Livrée
396,10374,92.0,2,19961205,15.0,10.6,0.0,159.0,Livrée
397,10375,37.0,4,19961206,15.0,18.6,0.0,279.0,Livrée
398,10375,37.0,4,19961206,10.0,5.9,0.0,59.0,Livrée
399,10376,52.0,2,19961209,42.0,10.0,0.050000000745058,398.9999996870757,Livrée
400,10377,73.0,2,19961209,20.0,36.4,0.1500000059604644,618.799995660782,Livrée
401,10377,73.0,2,19961209,20.0,14.4,0.1500000059604644,244.79999828338626,Livrée
402,10378,25.0,6,19961210,6.0,17.2,0.0,103.19999999999999,Livrée
403,10379,62.0,3,19961211,8.0,7.7,0.1000000014901161,55.43999990820885,Livrée
404,10379,62.0,3,19961211,16.0,35.1,0.1000000014901161,505.4399991631508,Livrée
405,10379,62.0,3,19961211,20.0,16.8,0.1000000014901161,302.399999499321,Livrée
406,10380,38.0,9,19961212,18.0,20.7,0.1000000014901161,335.3399994447827,Livrée
407,10380,38.0,9,19961212,20.0,26.2,0.1000000014901161,471.59999921917915,Livrée
408,10380,38.0,9,19961212,6.0,27.2,0.1000000014901161,146.87999975681305,Livrée
409,10380,38.0,9,19961212,30.0,12.0,0.0,360.0,Livrée
410,10381,47.0,4,19961212,14.0,8.0,0.0,112.0,Livrée
411,10382,21.0,5,19961213,32.0,17.0,0.0,544.0,Livrée
412,10382,21.0,5,19961213,9.0,50.0,0.0,450.0,Livrée
413,10382,21.0,5,19961213,14.0,99.0,0.0,1386.0,Livrée
414,10382,21.0,5,19961213,60.0,2.0,0.0,120.0,Livrée
415,10382,21.0,5,19961213,50.0,8.0,0.0,400.0,Livrée
416,10383,5.0,9,19961216,20.0,4.8,0.0,96.0,Livrée
417,10383,5.0,9,19961216,15.0,13.0,0.0,195.0,Livrée
418,10383,5.0,9,19961216,20.0,30.4,0.0,608.0,Livrée
419,10384,6.0,4,19961216,28.0,64.8,0.0,1814.3999999999999,Livrée
420,10384,6.0,4,19961216,15.0,27.2,0.0,408.0,Livrée
421,10385,76.0,2,19961217,10.0,24.0,0.2000000029802322,191.99999928474426,Livrée
422,10385,76.0,2,19961217,20.0,27.2,0.2000000029802322,435.19999837875366,Livrée
423,10385,76.0,2,19961217,8.0,10.0,0.2000000029802322,63.99999976158142,Livrée
424,10386,22.0,10,19961218,15.0,3.6,0.0,54.0,Livrée
425,10386,22.0,10,19961218,10.0,11.2,0.0,112.0,Livrée
426,10387,71.0,2,19961218,15.0,3.6,0.0,54.0,Livrée
427,10387,71.0,2,19961218,6.0,36.4,0.0,218.39999999999998,Livrée
428,10387,71.0,2,19961218,12.0,44.0,0.0,528.0,Livrée
429,10387,71.0,2,19961218,15.0,17.2,0.0,258.0,Livrée
430,10388,73.0,3,19961219,15.0,7.6,0.2000000029802322,91.19999966025352,Livrée
431,10388,73.0,3,19961219,20.0,5.6,0.2000000029802322,89.59999966621399,Livrée
432,10388,73.0,3,19961219,40.0,26.2,0.0,1048.0,Livrée
433,10389,11.0,5,19961220,16.0,24.8,0.0,396.8,Livrée
434,10389,11.0,5,19961220,15.0,19.2,0.0,288.0,Livrée
435,10389,11.0,5,19961220,20.0,39.4,0.0,788.0,Livrée
436,10389,11.0,5,19961220,30.0,12.0,0.0,360.0,Livrée
437,10390,21.0,7,19961223,60.0,10.0,0.1000000014901161,539.9999991059303,Livrée
438,10390,21.0,7,19961223,40.0,14.4,0.1000000014901161,518.3999991416931,Livrée
439,10390,21.0,7,19961223,45.0,9.6,0.0,432.0,Livrée
440,10390,21.0,7,19961223,24.0,27.8,0.1000000014901161,600.4799990057945,Livrée
441,10391,18.0,4,19961223,18.0,4.8,0.0,86.39999999999999,Livrée
442,10392,60.0,3,19961224,50.0,28.8,0.0,1440.0,Livrée
443,10393,72.0,2,19961225,25.0,15.2,0.25,285.0,Livrée
444,10393,72.0,2,19961225,42.0,18.6,0.25,585.9000000000001,Livrée
445,10393,72.0,2,19961225,7.0,11.2,0.25,58.8,Livrée
446,10393,72.0,2,19961225,70.0,24.9,0.25,1307.25,Livrée
447,10393,72.0,2,19961225,32.0,10.0,0.0,320.0,Livrée
448,10394,37.0,2,19961225,10.0,4.8,0.0,48.0,Livrée
449,10394,37.0,2,19961225,10.0,39.4,0.0,394.0,Livrée
450,10395,36.0,7,19961226,28.0,9.6,0.1000000014901161,241.9199995994568,Livrée
451,10395,36.0,7,19961226,70.0,26.2,0.1000000014901161,1650.599997267127,Livrée
452,10395,36.0,7,19961226,8.0,28.8,0.0,230.4,Livrée
453,10396,26.0,2,19961227,40.0,7.2,0.0,288.0,Livrée
454,10396,26.0,2,19961227,60.0,17.2,0.0,1032.0,Livrée
455,10396,26.0,2,19961227,21.0,27.8,0.0,583.8000000000001,Livrée
456,10397,61.0,6,19961227,10.0,8.0,0.1500000059604644,67.99999952316286,Livrée
457,10397,61.0,6,19961227,18.0,42.4,0.1500000059604644,648.7199954509736,Livrée
458,10398,72.0,3,19961230,30.0,14.4,0.0,432.0,Livrée
459,10398,72.0,3,19961230,120.0,19.2,0.1000000014901161,2073.5999965667725,Livrée
460,10399,84.0,9,19961231,60.0,10.0,0.0,600.0,Livrée
461,10399,84.0,9,19961231,30.0,17.2,0.0,516.0,Livrée
462,10399,84.0,9,19961231,35.0,14.4,0.0,504.0,Livrée
463,10399,84.0,9,19961231,14.0,10.4,0.0,145.6,Livrée
464,10400,20.0,2,19970101,21.0,99.0,0.0,2079.0,Livrée
465,10400,20.0,2,19970101,35.0,14.4,0.0,504.0,Livrée
466,10400,20.0,2,19970101,30.0,16.0,0.0,480.0,Livrée
467,10401,66.0,2,19970101,18.0,20.7,0.0,372.59999999999997,Livrée
468,10401,66.0,2,19970101,70.0,30.4,0.0,2128.0,Livrée
469,10401,66.0,2,19970101,20.0,16.8,0.0,336.0,Livrée
470,10401,66.0,2,19970101,60.0,17.2,0.0,1032.0,Livrée
471,10402,21.0,9,19970102,60.0,7.2,0.0,432.0,Livrée
472,10402,21.0,9,19970102,65.0,35.1,0.0,2281.5,Livrée
473,10403,21.0,5,19970103,21.0,13.9,0.1500000059604644,248.11499826014048,Livrée
474,10403,21.0,5,19970103,70.0,10.2,0.1500000059604644,606.8999957442285,Livrée
475,10404,50.0,3,19970103,30.0,24.9,0.050000000745058,709.6499994434417,Livrée
476,10404,50.0,3,19970103,40.0,11.2,0.050000000745058,425.59999966621405,Livrée
477,10404,50.0,3,19970103,30.0,16.0,0.050000000745058,455.9999996423722,Livrée
478,10405,48.0,2,19970106,50.0,8.0,0.0,400.0,Livrée
479,10406,63.0,8,19970107,10.0,14.4,0.0,144.0,Livrée
480,10406,63.0,8,19970107,30.0,8.0,0.1000000014901161,215.99999964237213,Livrée
481,10406,63.0,8,19970107,42.0,36.4,0.1000000014901161,1375.9199977219105,Livrée
482,10406,63.0,8,19970107,5.0,15.2,0.1000000014901161,68.39999988675117,Livrée
483,10406,63.0,8,19970107,2.0,14.7,0.1000000014901161,26.459999956190586,Livrée
484,10407,57.0,3,19970107,30.0,16.8,0.0,504.0,Livrée
485,10407,57.0,3,19970107,15.0,28.8,0.0,432.0,Livrée
486,10407,57.0,3,19970107,15.0,17.2,0.0,258.0,Livrée
487,10408,24.0,9,19970108,10.0,20.8,0.0,208.0,Livrée
488,10408,24.0,9,19970108,6.0,5.9,0.0,35.400000000000006,Livrée
489,10408,24.0,9,19970108,35.0,39.4,0.0,1379.0,Livrée
490,10409,55.0,4,19970109,12.0,18.6,0.0,223.20000000000002,Livrée
491,10409,55.0,4,19970109,12.0,8.0,0.0,96.0,Livrée
492,10410,11.0,4,19970110,49.0,2.0,0.0,98.0,Livrée
493,10410,11.0,4,19970110,16.0,44.0,0.0,704.0,Livrée
494,10411,11.0,10,19970110,25.0,7.7,0.2000000029802322,153.9999994263053,Livrée
495,10411,11.0,10,19970110,40.0,15.5,0.2000000029802322,495.999998152256,Livrée
496,10411,11.0,10,19970110,9.0,44.0,0.2000000029802322,316.79999881982803,Livrée
497,10412,88.0,9,19970113,20.0,18.6,0.1000000014901161,334.7999994456768,Livrée
498,10413,42.0,4,19970114,24.0,14.4,0.0,345.6,Livrée
499,10413,42.0,4,19970114,40.0,39.4,0.0,1576.0,Livrée
500,10413,42.0,4,19970114,14.0,14.4,0.0,201.6,Livrée
501,10414,22.0,3,19970114,18.0,7.3,0.050000000745058,124.82999990209939,Livrée
502,10414,22.0,3,19970114,50.0,2.0,0.0,100.0,Livrée
503,10415,37.0,4,19970115,2.0,31.2,0.0,62.4,Livrée
504,10415,37.0,4,19970115,20.0,2.0,0.0,40.0,Livrée
505,10416,88.0,9,19970116,20.0,7.3,0.0,146.0,Livrée
506,10416,88.0,9,19970116,10.0,26.2,0.0,262.0,Livrée
507,10416,88.0,9,19970116,20.0,15.6,0.0,312.0,Livrée
508,10417,74.0,5,19970116,50.0,210.8,0.0,10540.0,Livrée
509,10417,74.0,5,19970116,2.0,9.6,0.25,14.399999999999999,Livrée
510,10417,74.0,5,19970116,36.0,10.0,0.25,270.0,Livrée
511,10417,74.0,5,19970116,35.0,10.4,0.0,364.0,Livrée
512,10418,64.0,5,19970117,60.0,15.2,0.0,912.0,Livrée
513,10418,64.0,5,19970117,55.0,7.6,0.0,418.0,Livrée
514,10418,64.0,5,19970117,16.0,22.8,0.0,364.8,Livrée
515,10418,64.0,5,19970117,15.0,8.0,0.0,120.0,Livrée
516,10419,69.0,5,19970120,60.0,27.2,0.050000000745058,1550.3999987840655,Livrée
517,10419,69.0,5,19970120,20.0,28.8,0.050000000745058,547.1999995708467,Livrée
518,10420,89.0,4,19970121,20.0,77.6,0.1000000014901161,1396.7999976873398,Livrée
519,10420,89.0,4,19970121,2.0,4.8,0.1000000014901161,8.639999985694885,Livrée
520,10420,89.0,4,19970121,8.0,12.0,0.1000000014901161,86.39999985694885,Livrée
521,10420,89.0,4,19970121,20.0,12.0,0.1000000014901161,215.99999964237213,Livrée
522,10421,62.0,9,19970121,4.0,7.3,0.1500000059604644,24.81999982595444,Livrée
523,10421,62.0,9,19970121,30.0,24.9,0.0,747.0,Livrée
524,10421,62.0,9,19970121,15.0,26.2,0.1500000059604644,334.0499976575375,Livrée
525,10421,62.0,9,19970121,10.0,10.4,0.1500000059604644,88.39999938011171,Livrée
526,10422,28.0,3,19970122,2.0,24.9,0.0,49.8,Livrée
527,10423,32.0,7,19970123,14.0,10.0,0.0,140.0,Livrée
528,10423,32.0,7,19970123,20.0,44.0,0.0,880.0,Livrée
529,10424,52.0,8,19970123,60.0,14.4,0.2000000029802322,691.1999974250793,Livrée
530,10424,52.0,8,19970123,49.0,210.8,0.2000000029802322,8263.359969216586,Livrée
531,10424,52.0,8,19970123,30.0,10.0,0.2000000029802322,239.99999910593033,Livrée
532,10425,42.0,7,19970124,10.0,19.2,0.25,144.0,Livrée
533,10425,42.0,7,19970124,20.0,14.4,0.25,216.0,Livrée
534,10426,30.0,5,19970127,5.0,30.4,0.0,152.0,Livrée
535,10426,30.0,5,19970127,7.0,26.6,0.0,186.20000000000002,Livrée
536,10427,60.0,5,19970127,35.0,18.6,0.0,651.0,Livrée
537,10428,67.0,8,19970128,20.0,9.6,0.0,192.0,Livrée
538,10429,38.0,4,19970129,40.0,13.0,0.0,520.0,Livrée
539,10429,38.0,4,19970129,35.0,35.1,0.25,921.375,Livrée
540,10430,21.0,5,19970130,45.0,31.2,0.2000000029802322,1123.199995815754,Livrée
541,10430,21.0,5,19970130,50.0,8.0,0.0,400.0,Livrée
542,10430,21.0,5,19970130,30.0,30.4,0.0,912.0,Livrée
543,10430,21.0,5,19970130,70.0,44.0,0.2000000029802322,2463.9999908208847,Livrée
544,10431,11.0,5,19970130,50.0,31.2,0.25,1170.0,Livrée
545,10431,11.0,5,19970130,50.0,14.7,0.25,551.25,Livrée
546,10431,11.0,5,19970130,30.0,7.6,0.25,171.0,Livrée
547,10432,76.0,4,19970131,10.0,24.9,0.0,249.0,Livrée
548,10432,76.0,4,19970131,40.0,5.9,0.0,236.0,Livrée
549,10433,61.0,4,19970203,28.0,30.4,0.0,851.1999999999999,Livrée
550,10434,25.0,4,19970203,6.0,16.8,0.0,100.80000000000001,Livrée
551,10434,25.0,4,19970203,18.0,14.4,0.1500000059604644,220.31999845504762,Livrée
552,10435,17.0,9,19970204,10.0,15.2,0.0,152.0,Livrée
553,10435,17.0,9,19970204,12.0,16.8,0.0,201.60000000000002,Livrée
554,10435,17.0,9,19970204,10.0,27.8,0.0,278.0,Livrée
555,10436,8.0,4,19970205,5.0,9.6,0.0,48.0,Livrée
556,10436,8.0,4,19970205,40.0,30.4,0.1000000014901161,1094.3999981880188,Livrée
557,10436,8.0,4,19970205,30.0,26.6,0.1000000014901161,718.1999988108873,Livrée
558,10436,8.0,4,19970205,24.0,6.2,0.1000000014901161,133.91999977827072,Livrée
559,10437,88.0,9,19970205,15.0,26.2,0.0,393.0,Livrée
560,10438,80.0,4,19970206,15.0,7.3,0.2000000029802322,87.59999967366457,Livrée
561,10438,80.0,4,19970206,20.0,11.2,0.2000000029802322,179.19999933242798,Livrée
562,10438,80.0,4,19970206,15.0,15.6,0.2000000029802322,187.19999930262566,Livrée
563,10439,52.0,7,19970207,15.0,30.4,0.0,456.0,Livrée
564,10439,52.0,7,19970207,16.0,13.9,0.0,222.4,Livrée
565,10439,52.0,7,19970207,6.0,26.6,0.0,159.60000000000002,Livrée
566,10439,52.0,7,19970207,30.0,8.0,0.0,240.0,Livrée
567,10440,72.0,5,19970210,45.0,15.2,0.1500000059604644,581.3999959230424,Livrée
568,10440,72.0,5,19970210,49.0,13.9,0.1500000059604644,578.9349959403278,Livrée
569,10440,72.0,5,19970210,24.0,99.0,0.1500000059604644,2019.5999858379366,Livrée
570,10440,72.0,5,19970210,90.0,22.8,0.1500000059604644,1744.1999877691271,Livrée
571,10441,56.0,4,19970210,50.0,35.1,0.0,1755.0,Livrée
572,10442,21.0,4,19970211,30.0,16.8,0.0,504.0,Livrée
573,10442,21.0,4,19970211,80.0,5.9,0.0,472.0,Livrée
574,10442,21.0,4,19970211,60.0,13.6,0.0,816.0,Livrée
575,10443,67.0,9,19970212,6.0,16.8,0.2000000029802322,80.6399996995926,Livrée
576,10443,67.0,9,19970212,12.0,36.4,0.0,436.79999999999995,Livrée
577,10444,6.0,4,19970212,10.0,31.2,0.0,312.0,Livrée
578,10444,6.0,4,19970212,15.0,24.9,0.0,373.5,Livrée
579,10444,6.0,4,19970212,8.0,14.4,0.0,115.2,Livrée
580,10444,6.0,4,19970212,30.0,7.7,0.0,231.0,Livrée
581,10445,6.0,4,19970213,6.0,14.4,0.0,86.4,Livrée
582,10445,6.0,4,19970213,15.0,5.9,0.0,88.5,Livrée
583,10446,80.0,7,19970214,12.0,7.3,0.1000000014901161,78.83999986946583,Livrée
584,10446,80.0,7,19970214,20.0,3.6,0.1000000014901161,64.79999989271164,Livrée
585,10446,80.0,7,19970214,3.0,10.0,0.1000000014901161,26.999999955296516,Livrée
586,10446,80.0,7,19970214,15.0,5.6,0.1000000014901161,75.59999987483025,Livrée
587,10447,68.0,5,19970214,40.0,7.3,0.0,292.0,Livrée
588,10447,68.0,5,19970214,35.0,16.8,0.0,588.0,Livrée
589,10447,68.0,5,19970214,2.0,17.2,0.0,34.4,Livrée
590,10448,65.0,5,19970217,6.0,24.9,0.0,149.39999999999998,Livrée
591,10448,65.0,5,19970217,20.0,14.7,0.0,294.0,Livrée
592,10449,8.0,4,19970218,14.0,24.8,0.0,347.2,Livrée
593,10449,8.0,4,19970218,20.0,5.6,0.0,112.0,Livrée
594,10449,8.0,4,19970218,35.0,39.4,0.0,1379.0,Livrée
595,10450,85.0,9,19970219,20.0,24.8,0.2000000029802322,396.7999985218048,Livrée
596,10450,85.0,9,19970219,6.0,5.9,0.2000000029802322,28.319999894499784,Livrée
597,10451,64.0,5,19970219,120.0,19.2,0.1000000014901161,2073.5999965667725,Livrée
598,10451,64.0,5,19970219,35.0,26.6,0.1000000014901161,837.8999986127019,Livrée
599,10451,64.0,5,19970219,28.0,16.8,0.1000000014901161,423.35999929904943,Livrée
600,10451,64.0,5,19970219,55.0,10.4,0.1000000014901161,514.7999991476536,Livrée
601,10452,72.0,9,19970220,15.0,36.4,0.0,546.0,Livrée
602,10452,72.0,9,19970220,100.0,15.5,0.050000000745058,1472.4999988451602,Livrée
603,10453,5.0,2,19970221,15.0,10.2,0.1000000014901161,137.69999977201223,Livrée
604,10453,5.0,2,19970221,25.0,12.0,0.1000000014901161,269.99999955296516,Livrée
605,10454,42.0,5,19970221,20.0,13.9,0.2000000029802322,222.39999917149544,Livrée
606,10454,42.0,5,19970221,20.0,2.0,0.2000000029802322,31.99999988079071,Livrée
607,10454,42.0,5,19970221,10.0,9.6,0.2000000029802322,76.7999997138977,Livrée
608,10455,88.0,9,19970224,20.0,14.4,0.0,288.0,Livrée
609,10455,88.0,9,19970224,50.0,26.2,0.0,1310.0,Livrée
610,10455,88.0,9,19970224,25.0,22.8,0.0,570.0,Livrée
611,10455,88.0,9,19970224,30.0,17.2,0.0,516.0,Livrée
612,10456,40.0,9,19970225,40.0,8.0,0.1500000059604644,271.9999980926514,Livrée
613,10456,40.0,9,19970225,21.0,16.0,0.1500000059604644,285.599997997284,Livrée
614,10457,40.0,3,19970225,36.0,44.0,0.0,1584.0,Livrée
615,10458,77.0,8,19970226,30.0,24.9,0.0,747.0,Livrée
616,10458,77.0,8,19970226,30.0,36.4,0.0,1092.0,Livrée
617,10458,77.0,8,19970226,20.0,36.8,0.0,736.0,Livrée
618,10458,77.0,8,19970226,15.0,30.4,0.0,456.0,Livrée
619,10458,77.0,8,19970226,50.0,17.2,0.0,860.0,Livrée
620,10459,85.0,5,19970227,16.0,24.0,0.050000000745058,364.79999971389776,Livrée
621,10459,85.0,5,19970227,20.0,9.6,0.050000000745058,182.39999985694888,Livrée
622,10459,85.0,5,19970227,40.0,27.8,0.0,1112.0,Livrée
623,10460,25.0,9,19970228,21.0,10.0,0.25,157.5,Livrée
624,10460,25.0,9,19970228,4.0,6.2,0.25,18.6,Livrée
625,10461,47.0,2,19970228,40.0,8.0,0.25,240.0,Livrée
626,10461,47.0,2,19970228,28.0,20.7,0.25,434.70000000000005,Livrée
627,10461,47.0,2,19970228,60.0,19.2,0.25,864.0,Livrée
628,10462,17.0,3,19970303,1.0,4.8,0.0,4.8,Livrée
629,10462,17.0,3,19970303,21.0,7.2,0.0,151.20000000000002,Livrée
630,10463,77.0,6,19970304,21.0,7.3,0.0,153.29999999999998,Livrée
631,10463,77.0,6,19970304,50.0,11.2,0.0,560.0,Livrée
632,10464,29.0,5,19970304,16.0,17.6,0.2000000029802322,225.2799991607666,Livrée
633,10464,29.0,5,19970304,3.0,36.8,0.0,110.39999999999999,Livrée
634,10464,29.0,5,19970304,30.0,30.4,0.2000000029802322,729.5999972820282,Livrée
635,10464,29.0,5,19970304,20.0,27.2,0.0,544.0,Livrée
636,10465,84.0,2,19970305,25.0,3.6,0.0,90.0,Livrée
637,10465,84.0,2,19970305,18.0,99.0,0.1000000014901161,1603.799997344613,Livrée
638,10465,84.0,2,19970305,20.0,14.7,0.0,294.0,Livrée
639,10465,84.0,2,19970305,30.0,7.6,0.1000000014901161,205.19999966025352,Livrée
640,10465,84.0,2,19970305,25.0,13.0,0.0,325.0,Livrée
641,10466,16.0,5,19970306,10.0,16.8,0.0,168.0,Livrée
642,10466,16.0,5,19970306,5.0,9.6,0.0,48.0,Livrée
643,10467,50.0,9,19970306,28.0,3.6,0.0,100.8,Livrée
644,10467,50.0,9,19970306,12.0,11.2,0.0,134.39999999999998,Livrée
645,10468,40.0,4,19970307,8.0,20.7,0.0,165.6,Livrée
646,10468,40.0,4,19970307,15.0,36.8,0.0,552.0,Livrée
647,10469,90.0,2,19970310,40.0,15.2,0.1500000059604644,516.7999963760377,Livrée
648,10469,90.0,2,19970310,35.0,13.9,0.1500000059604644,413.5249971002341,Livrée
649,10469,90.0,2,19970310,2.0,15.5,0.1500000059604644,26.349999815225605,Livrée
650,10470,10.0,5,19970311,30.0,50.0,0.0,1500.0,Livrée
651,10470,10.0,5,19970311,15.0,7.2,0.0,108.0,Livrée
652,10470,10.0,5,19970311,8.0,26.6,0.0,212.8,Livrée
653,10471,12.0,3,19970311,30.0,24.0,0.0,720.0,Livrée
654,10471,12.0,3,19970311,20.0,30.4,0.0,608.0,Livrée
655,10472,73.0,9,19970312,80.0,3.6,0.050000000745058,273.59999978542334,Livrée
656,10472,73.0,9,19970312,18.0,42.4,0.0,763.1999999999999,Livrée
657,10473,39.0,2,19970313,12.0,2.0,0.0,24.0,Livrée
658,10473,39.0,2,19970313,12.0,17.2,0.0,206.39999999999998,Livrée
659,10474,59.0,6,19970313,12.0,18.6,0.0,223.20000000000002,Livrée
660,10474,59.0,6,19970313,18.0,36.4,0.0,655.1999999999999,Livrée
661,10474,59.0,6,19970313,21.0,14.7,0.0,308.7,Livrée
662,10474,59.0,6,19970313,10.0,6.2,0.0,62.0,Livrée
663,10475,77.0,10,19970314,35.0,10.0,0.1500000059604644,297.4999979138375,Livrée
664,10475,77.0,10,19970314,60.0,13.6,0.1500000059604644,693.5999951362611,Livrée
665,10475,77.0,10,19970314,42.0,14.4,0.1500000059604644,514.0799963951113,Livrée
666,10476,36.0,9,19970317,2.0,19.2,0.050000000745058,36.47999997138977,Livrée
667,10476,36.0,9,19970317,12.0,12.0,0.0,144.0,Livrée
668,10477,61.0,6,19970317,15.0,14.4,0.0,216.0,Livrée
669,10477,61.0,6,19970317,21.0,8.0,0.25,126.0,Livrée
670,10477,61.0,6,19970317,20.0,14.4,0.25,216.0,Livrée
671,10478,85.0,3,19970318,20.0,24.8,0.050000000745058,471.19999963045126,Livrée
672,10479,66.0,4,19970319,30.0,210.8,0.0,6324.0,Livrée
673,10479,66.0,4,19970319,28.0,26.2,0.0,733.6,Livrée
674,10479,66.0,4,19970319,60.0,44.0,0.0,2640.0,Livrée
675,10479,66.0,4,19970319,30.0,26.6,0.0,798.0,Livrée
676,10480,24.0,7,19970320,30.0,7.6,0.0,228.0,Livrée
677,10480,24.0,7,19970320,12.0,44.0,0.0,528.0,Livrée
678,10481,68.0,9,19970320,24.0,16.0,0.0,384.0,Livrée
679,10481,68.0,9,19970320,40.0,27.2,0.0,1088.0,Livrée
680,10482,44.0,2,19970321,10.0,14.7,0.0,147.0,Livrée
681,10483,90.0,8,19970324,35.0,11.2,0.050000000745058,372.3999997079373,Livrée
682,10483,90.0,8,19970324,30.0,10.4,0.050000000745058,296.39999976754194,Livrée
683,10484,12.0,4,19970324,14.0,8.0,0.0,112.0,Livrée
684,10484,12.0,4,19970324,10.0,14.7,0.0,147.0,Livrée
685,10484,12.0,4,19970324,3.0,42.4,0.0,127.19999999999999,Livrée
686,10485,48.0,5,19970325,20.0,15.2,0.1000000014901161,273.5999995470047,Livrée
687,10485,48.0,5,19970325,20.0,8.0,0.1000000014901161,143.99999976158142,Livrée
688,10485,48.0,5,19970325,30.0,19.2,0.1000000014901161,518.3999991416931,Livrée
689,10485,48.0,5,19970325,60.0,12.0,0.1000000014901161,647.9999989271164,Livrée
690,10486,36.0,2,19970326,5.0,16.8,0.0,84.0,Livrée
691,10486,36.0,2,19970326,25.0,42.4,0.0,1060.0,Livrée
692,10486,36.0,2,19970326,16.0,8.0,0.0,128.0,Livrée
693,10487,63.0,3,19970326,5.0,7.3,0.0,36.5,Livrée
694,10487,63.0,3,19970326,30.0,24.9,0.0,747.0,Livrée
695,10487,63.0,3,19970326,24.0,5.9,0.25,106.20000000000002,Livrée
696,10488,26.0,9,19970327,30.0,44.0,0.0,1320.0,Livrée
697,10488,26.0,9,19970327,20.0,12.0,0.2000000029802322,191.99999928474426,Livrée
698,10489,60.0,7,19970328,15.0,16.8,0.25,189.0,Livrée
699,10489,60.0,7,19970328,18.0,13.9,0.0,250.20000000000002,Livrée
700,10490,36.0,8,19970331,60.0,44.0,0.0,2640.0,Livrée
701,10490,36.0,8,19970331,30.0,10.0,0.0,300.0,Livrée
702,10490,36.0,8,19970331,36.0,6.2,0.0,223.20000000000002,Livrée
703,10491,29.0,9,19970331,15.0,15.5,0.1500000059604644,197.62499861419204,Livrée
704,10491,29.0,9,19970331,7.0,10.4,0.1500000059604644,61.87999956607819,Livrée
705,10492,11.0,4,19970401,60.0,11.2,0.050000000745058,638.3999994993211,Livrée
706,10492,11.0,4,19970401,20.0,11.2,0.050000000745058,212.79999983310702,Livrée
707,10493,42.0,5,19970402,15.0,16.8,0.1000000014901161,226.79999962449074,Livrée
708,10493,42.0,5,19970402,10.0,13.6,0.1000000014901161,122.39999979734421,Livrée
709,10493,42.0,5,19970402,10.0,28.8,0.1000000014901161,259.19999957084656,Livrée
710,10494,16.0,5,19970402,30.0,30.4,0.0,912.0,Livrée
711,10495,43.0,4,19970403,10.0,7.2,0.0,72.0,Livrée
712,10495,43.0,4,19970403,20.0,7.7,0.0,154.0,Livrée
713,10495,43.0,4,19970403,5.0,10.4,0.0,52.0,Livrée
714,10496,82.0,8,19970404,20.0,10.0,0.050000000745058,189.99999985098842,Livrée
715,10497,45.0,8,19970404,14.0,30.4,0.0,425.59999999999997,Livrée
716,10497,45.0,8,19970404,25.0,27.8,0.0,695.0,Livrée
